"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 05, 2015","5,041.46","5,103.28","5,145.43","5,034.67","-","-1.06%"
"Mar 04, 2015","5,095.42","5,272.53","5,291.13","5,095.42","-","-3.37%"
"Mar 03, 2015","5,273.04","5,269.18","5,322.93","5,222.12","-","0.03%"
"Mar 02, 2015","5,271.31","5,288.43","5,342.96","5,271.31","-","-0.32%"
"Feb 27, 2015","5,288.27","5,322.09","5,350.95","5,235.56","-","-0.69%"
"Feb 26, 2015","5,325.16","5,194.56","5,351.02","5,214.43","-","2.73%"
"Feb 25, 2015","5,183.78","5,107.49","5,183.78","5,084.96","-","1.52%"
"Feb 24, 2015","5,106.03","5,180.35","5,155.69","5,032.91","-","-2.13%"
"Feb 20, 2015","5,217.35","5,226.74","5,283.45","5,190.15","-","-0.02%"
"Feb 19, 2015","5,218.22","5,315.77","5,312.06","5,124.40","-","-1.93%"
"Feb 18, 2015","5,321.09","5,244.84","5,338.48","5,195.33","-","1.69%"
"Feb 17, 2015","5,232.86","5,254.07","5,353.60","5,174.15","-","-0.37%"
"Feb 16, 2015","5,252.08","5,185.73","5,261.48","5,139.54","-","1.31%"
"Feb 13, 2015","5,184.14","5,095.15","5,197.63","5,118.25","-","1.96%"
"Feb 12, 2015","5,084.64","4,996.06","5,155.04","4,901.51","-","2.03%"
"Feb 11, 2015","4,983.68","4,988.25","5,068.10","4,980.74","-","0.21%"
"Feb 10, 2015","4,973.35","5,009.21","5,077.78","4,945.72","-","-0.76%"
"Feb 09, 2015","5,011.34","4,938.60","5,169.21","4,922.72","-","1.48%"
"Feb 06, 2015","4,938.47","4,841.62","4,956.61","4,858.97","-","2.11%"
"Feb 05, 2015","4,836.29","4,846.24","4,908.63","4,756.73","-","-0.33%"
"Feb 04, 2015","4,852.49","4,806.20","4,868.90","4,789.38","-","1.11%"
"Feb 03, 2015","4,799.41","4,629.07","4,805.64","4,651.31","-","3.86%"
"Feb 02, 2015","4,621.08","4,628.52","4,696.62","4,590.75","-","-0.15%"
"Jan 30, 2015","4,627.99","4,516.26","4,627.99","4,472.51","-","2.70%"
"Jan 29, 2015","4,506.15","4,476.07","4,570.81","4,451.76","-","0.59%"
"Jan 28, 2015","4,479.66","4,436.02","4,560.79","4,455.84","-","1.17%"
"Jan 27, 2015","4,427.77","4,381.84","4,433.11","4,243.14","-","1.02%"
"Jan 26, 2015","4,383.00","4,552.47","4,530.16","4,367.38","-","-3.92%"
"Jan 23, 2015","4,561.79","4,544.24","4,624.05","4,517.95","-","0.57%"
"Jan 22, 2015","4,535.72","4,388.57","4,554.60","4,389.61","-","3.43%"
"Jan 21, 2015","4,385.51","4,275.83","4,385.51","4,269.57","-","2.65%"
"Jan 20, 2015","4,272.10","4,350.69","4,365.37","4,247.39","-","-1.80%"
"Jan 19, 2015","4,350.29","4,354.84","4,472.19","4,319.96","-","-0.23%"
"Jan 16, 2015","4,360.16","4,296.63","4,383.26","4,284.66","-","1.48%"
"Jan 15, 2015","4,296.63","4,226.60","4,363.13","4,227.72","-","2.02%"
"Jan 14, 2015","4,211.69","4,149.89","4,240.29","4,135.96","-","1.28%"
"Jan 13, 2015","4,158.41","4,266.42","4,265.31","4,155.00","-","-2.71%"
"Jan 12, 2015","4,274.14","4,347.96","4,378.86","4,274.14","-","-1.96%"
"Jan 09, 2015","4,359.67","4,474.69","4,502.46","4,303.50","-","-2.54%"
"Jan 08, 2015","4,473.36","4,339.97","4,568.38","4,345.12","-","3.27%"
"Jan 06, 2015","4,331.71","4,276.05","4,351.19","4,253.82","-","1.04%"
"Jan 05, 2015","4,287.29","4,165.15","4,332.95","4,129.92","-","2.65%"
"Dec 30, 2014","4,176.73","4,194.82","4,233.47","4,074.85","-","-0.89%"
"Dec 29, 2014","4,214.25","4,326.85","4,382.69","4,173.55","-","-2.64%"
"Dec 26, 2014","4,328.45","4,380.62","4,403.18","4,269.75","-","-1.09%"
"Dec 25, 2014","4,376.36","4,245.38","4,386.47","4,223.60","-","3.09%"
"Dec 24, 2014","4,244.98","4,044.79","4,244.98","3,927.47","-","4.81%"
"Dec 23, 2014","4,049.98","4,224.49","4,262.86","3,990.81","-","-3.98%"
"Dec 22, 2014","4,217.97","4,248.25","4,382.99","4,135.11","-","-0.18%"
"Dec 19, 2014","4,225.49","4,305.14","4,524.28","4,087.51","-","-0.15%"
"Dec 18, 2014","4,231.91","3,760.58","4,384.95","3,838.91","-","13.18%"
"Dec 17, 2014","3,739.02","3,592.92","3,744.71","3,502.35","-","4.28%"
"Dec 16, 2014","3,585.73","3,760.86","3,793.75","3,445.29","-","-5.34%"
"Dec 15, 2014","3,787.86","3,838.45","3,880.73","3,738.33","-","-1.39%"
"Dec 12, 2014","3,841.25","3,811.62","3,851.39","3,722.83","-","0.57%"
"Dec 11, 2014","3,819.45","3,821.62","3,859.90","3,760.00","-","-0.02%"
"Dec 10, 2014","3,820.17","3,730.35","3,851.66","3,739.54","-","2.53%"
"Dec 09, 2014","3,725.74","3,703.90","3,756.53","3,626.66","-","0.75%"
"Dec 08, 2014","3,698.18","3,826.58","3,885.64","3,660.76","-","-3.35%"
"Dec 05, 2014","3,826.34","3,916.48","3,935.90","3,794.14","-","-2.33%"
"Dec 04, 2014","3,917.74","3,882.86","4,059.59","3,870.23","-","0.97%"
"Dec 03, 2014","3,879.93","3,807.04","3,907.89","3,798.80","-","2.00%"
"Dec 02, 2014","3,803.82","3,858.33","3,877.27","3,794.93","-","-1.32%"
"Dec 01, 2014","3,854.56","3,801.71","3,879.02","3,800.39","-","0.65%"
"Nov 28, 2014","3,829.67","3,837.70","3,852.79","3,769.11","-","-0.27%"
"Nov 27, 2014","3,839.94","3,888.57","3,898.82","3,831.69","-","-1.32%"
"Nov 26, 2014","3,891.36","3,878.68","3,895.63","3,844.40","-","0.20%"
"Nov 25, 2014","3,883.44","3,904.19","3,918.15","3,870.70","-","-0.51%"
"Nov 24, 2014","3,903.49","3,897.78","3,936.74","3,869.93","-","0.32%"
"Nov 21, 2014","3,891.21","3,834.33","3,893.04","3,813.82","-","1.61%"
"Nov 20, 2014","3,829.71","3,796.62","3,831.85","3,788.02","-","0.89%"
"Nov 19, 2014","3,795.78","3,783.32","3,817.55","3,784.73","-","0.34%"
"Nov 18, 2014","3,782.76","3,747.45","3,793.26","3,716.43","-","1.10%"
"Nov 17, 2014","3,741.58","3,751.43","3,772.37","3,720.15","-","-0.40%"
"Nov 14, 2014","3,756.74","3,801.84","3,803.59","3,726.45","-","-1.27%"
"Nov 13, 2014","3,805.20","3,830.15","3,883.73","3,797.13","-","-0.65%"
"Nov 12, 2014","3,830.15","3,781.75","3,842.00","3,785.47","-","1.29%"
"Nov 11, 2014","3,781.33","3,829.83","3,888.49","3,776.75","-","-1.33%"
"Nov 10, 2014","3,832.16","3,724.60","3,836.26","3,737.39","-","2.88%"
"Nov 07, 2014","3,724.89","3,726.55","3,799.80","3,691.69","-","0.01%"
"Nov 06, 2014","3,724.60","3,728.41","3,780.19","3,712.44","-","-0.06%"
"Nov 05, 2014","3,727.01","3,726.52","3,736.33","3,677.88","-","-0.37%"
"Nov 03, 2014","3,740.82","3,760.93","3,758.35","3,728.98","-","-0.59%"
"Oct 31, 2014","3,763.03","3,734.48","3,770.34","3,719.98","-","0.94%"
"Oct 30, 2014","3,728.05","3,657.23","3,737.95","3,649.34","-","1.80%"
"Oct 29, 2014","3,662.26","3,641.28","3,672.30","3,619.74","-","0.66%"
"Oct 28, 2014","3,638.34","3,594.46","3,652.11","3,584.60","-","1.31%"
"Oct 27, 2014","3,591.39","3,574.85","3,629.40","3,575.83","-","0.75%"
"Oct 24, 2014","3,564.79","3,544.22","3,564.79","3,508.94","-","0.49%"
"Oct 23, 2014","3,547.57","3,582.45","3,569.74","3,526.76","-","-1.11%"
"Oct 22, 2014","3,587.34","3,627.71","3,646.46","3,575.30","-","-0.92%"
"Oct 21, 2014","3,620.72","3,623.31","3,642.18","3,586.73","-","-0.17%"
"Oct 20, 2014","3,626.80","3,675.68","3,705.29","3,608.46","-","-1.24%"
"Oct 17, 2014","3,672.19","3,593.06","3,676.52","3,603.64","-","2.48%"
"Oct 16, 2014","3,583.42","3,641.65","3,683.81","3,576.07","-","-1.54%"
"Oct 15, 2014","3,639.42","3,716.49","3,718.45","3,633.43","-","-2.16%"
"Oct 14, 2014","3,719.70","3,668.80","3,737.11","3,653.24","-","1.35%"
"Oct 13, 2014","3,670.33","3,600.58","3,700.02","3,576.82","-","1.66%"
"Oct 10, 2014","3,610.50","3,656.56","3,639.84","3,595.14","-","-1.65%"
"Oct 09, 2014","3,670.96","3,707.45","3,747.47","3,661.54","-","-0.52%"
"Oct 08, 2014","3,689.97","3,761.27","3,742.96","3,683.65","-","-2.07%"
"Oct 07, 2014","3,768.12","3,811.60","3,848.28","3,754.61","-","-1.14%"
"Oct 06, 2014","3,811.60","3,691.40","3,835.34","3,703.58","-","3.49%"
"Oct 03, 2014","3,683.02","3,626.02","3,700.26","3,629.62","-","1.81%"
"Oct 02, 2014","3,617.63","3,626.46","3,654.09","3,565.87","-","-0.32%"
"Oct 01, 2014","3,629.11","3,620.96","3,696.64","3,624.28","-","0.09%"
"Sep 30, 2014","3,625.72","3,668.91","3,700.28","3,625.72","-","-1.04%"
"Sep 29, 2014","3,663.87","3,863.28","3,882.81","3,637.14","-","-5.04%"
"Sep 26, 2014","3,858.25","3,995.67","3,946.01","3,804.20","-","-3.59%"
"Sep 25, 2014","4,001.82","4,085.15","4,116.06","3,989.28","-","-1.86%"
"Sep 24, 2014","4,077.46","4,044.21","4,121.38","4,051.85","-","0.91%"
"Sep 23, 2014","4,040.85","3,970.33","4,042.89","3,973.85","-","1.90%"
"Sep 22, 2014","3,965.58","4,008.50","4,028.33","3,965.58","-","-1.14%"
"Sep 19, 2014","4,011.29","4,016.15","4,135.18","3,942.68","-","-0.03%"
"Sep 18, 2014","4,012.38","4,048.63","4,093.08","4,002.75","-","-0.90%"
"Sep 17, 2014","4,048.63","4,449.74","4,287.38","4,000.56","-","-9.04%"
"Sep 16, 2014","4,451.14","4,363.05","4,463.19","4,358.39","-","2.02%"
"Sep 15, 2014","4,362.96","4,378.23","4,404.45","4,320.32","-","-0.44%"
"Sep 12, 2014","4,382.36","4,378.46","4,421.61","4,333.41","-","-0.00%"
"Sep 11, 2014","4,382.45","4,466.36","4,495.37","4,368.87","-","-1.76%"
"Sep 10, 2014","4,460.98","4,464.66","4,481.43","4,436.56","-","-0.25%"
"Sep 09, 2014","4,472.10","4,478.97","4,512.48","4,467.78","-","-0.10%"
"Sep 08, 2014","4,476.63","4,511.21","4,517.89","4,455.10","-","-0.77%"
"Sep 05, 2014","4,511.21","4,482.93","4,533.42","4,464.51","-","0.44%"
"Sep 04, 2014","4,491.33","4,463.89","4,518.14","4,413.60","-","0.65%"
"Sep 03, 2014","4,462.52","4,354.97","4,487.21","4,347.19","-","2.52%"
"Sep 02, 2014","4,352.87","4,321.60","4,354.44","4,300.37","-","0.70%"
"Sep 01, 2014","4,322.42","4,400.94","4,418.59","4,308.12","-","-1.70%"
"Aug 29, 2014","4,396.95","4,469.79","4,475.62","4,343.96","-","-1.66%"
"Aug 28, 2014","4,471.17","4,616.41","4,617.41","4,457.81","-","-3.20%"
"Aug 27, 2014","4,618.75","4,665.77","4,709.16","4,604.31","-","-0.88%"
"Aug 26, 2014","4,659.71","4,697.98","4,736.31","4,637.55","-","-0.80%"
"Aug 25, 2014","4,697.43","4,629.29","4,703.71","4,613.67","-","1.60%"
"Aug 22, 2014","4,623.26","4,692.76","4,715.88","4,552.97","-","-1.45%"
"Aug 21, 2014","4,691.52","4,645.31","4,726.51","4,644.19","-","0.98%"
"Aug 20, 2014","4,646.00","4,650.81","4,675.15","4,617.70","-","-0.11%"
"Aug 19, 2014","4,650.95","4,605.68","4,662.01","4,605.94","-","1.12%"
"Aug 18, 2014","4,599.48","4,568.66","4,622.01","4,559.55","-","0.71%"
"Aug 15, 2014","4,566.87","4,530.20","4,587.20","4,477.29","-","0.82%"
"Aug 14, 2014","4,529.92","4,519.89","4,555.08","4,473.18","-","0.25%"
"Aug 13, 2014","4,518.51","4,425.37","4,527.40","4,417.69","-","2.03%"
"Aug 12, 2014","4,428.81","4,448.67","4,496.47","4,401.54","-","-0.48%"
"Aug 11, 2014","4,450.19","4,329.47","4,466.72","4,370.92","-","3.22%"
"Aug 08, 2014","4,311.42","4,215.92","4,325.64","4,180.04","-","2.07%"
"Aug 07, 2014","4,223.91","4,228.62","4,234.88","4,080.47","-","-0.30%"
"Aug 06, 2014","4,236.61","4,385.72","4,385.72","4,232.77","-","-3.51%"
"Aug 05, 2014","4,390.68","4,406.00","4,426.64","4,347.07","-","-0.27%"
"Aug 04, 2014","4,402.70","4,363.73","4,404.50","4,335.54","-","1.02%"
"Aug 01, 2014","4,358.08","4,377.14","4,373.15","4,277.02","-","-0.66%"
"Jul 31, 2014","4,387.06","4,373.84","4,426.27","4,357.91","-","0.30%"
"Jul 30, 2014","4,373.76","4,311.06","4,406.24","4,238.32","-","1.29%"
"Jul 29, 2014","4,318.09","4,264.39","4,343.30","4,245.86","-","1.15%"
"Jul 28, 2014","4,268.94","4,390.03","4,381.56","4,251.17","-","-2.94%"
"Jul 25, 2014","4,398.16","4,431.09","4,435.40","4,354.88","-","-0.78%"
"Jul 24, 2014","4,432.60","4,524.68","4,524.68","4,413.68","-","-2.17%"
"Jul 23, 2014","4,531.02","4,546.54","4,584.04","4,502.01","-","-0.32%"
"Jul 22, 2014","4,545.44","4,462.43","4,552.17","4,477.92","-","2.10%"
"Jul 21, 2014","4,452.09","4,580.72","4,581.84","4,450.00","-","-2.81%"
"Jul 18, 2014","4,580.72","4,625.03","4,625.03","4,519.34","-","-1.46%"
"Jul 17, 2014","4,648.46","4,732.55","4,732.55","4,566.85","-","-2.28%"
"Jul 16, 2014","4,757.08","4,838.97","4,782.86","4,733.29","-","-1.70%"
"Jul 15, 2014","4,839.52","4,887.27","4,899.33","4,817.80","-","-0.91%"
"Jul 14, 2014","4,883.82","4,925.67","4,956.14","4,883.01","-","-0.82%"
"Jul 11, 2014","4,924.29","4,906.86","4,924.29","4,882.59","-","0.37%"
"Jul 10, 2014","4,906.31","5,031.38","5,032.32","4,824.35","-","-2.38%"
"Jul 09, 2014","5,025.73","5,032.86","5,052.77","4,966.53","-","-0.20%"
"Jul 08, 2014","5,035.76","5,058.86","5,122.71","5,013.80","-","-0.50%"
"Jul 07, 2014","5,061.06","4,930.44","5,063.84","4,923.16","-","2.66%"
"Jul 04, 2014","4,929.92","4,992.58","5,011.48","4,926.94","-","-1.21%"
"Jul 03, 2014","4,990.24","4,975.54","5,012.64","4,960.72","-","0.34%"
"Jul 02, 2014","4,973.47","4,900.20","4,973.47","4,861.64","-","1.56%"
"Jul 01, 2014","4,896.89","4,954.49","4,954.49","4,886.54","-","-1.18%"
"Jun 30, 2014","4,955.18","4,978.04","4,972.91","4,903.20","-","-0.43%"
"Jun 27, 2014","4,976.38","4,960.45","4,981.21","4,932.35","-","0.34%"
"Jun 26, 2014","4,959.62","4,981.53","5,004.52","4,920.10","-","-0.31%"
"Jun 25, 2014","4,975.19","5,098.63","5,126.85","4,962.67","-","-2.54%"
"Jun 24, 2014","5,105.10","5,077.14","5,129.54","5,070.65","-","0.65%"
"Jun 23, 2014","5,072.04","5,076.21","5,153.71","5,037.05","-","-0.06%"
"Jun 20, 2014","5,075.24","5,112.15","5,125.27","5,034.20","-","-0.72%"
"Jun 19, 2014","5,112.15","5,105.77","5,150.71","5,102.30","-","0.34%"
"Jun 18, 2014","5,094.89","5,095.78","5,119.97","5,077.20","-","0.07%"
"Jun 17, 2014","5,091.23","5,087.90","5,130.77","5,058.34","-","0.09%"
"Jun 16, 2014","5,086.52","5,078.84","5,119.73","5,010.50","-","-0.95%"
"Jun 11, 2014","5,135.13","5,112.27","5,135.13","5,089.77","-","0.45%"
"Jun 10, 2014","5,112.02","5,115.81","5,130.42","5,055.62","-","-0.08%"
"Jun 09, 2014","5,115.94","5,095.72","5,134.52","5,079.40","-","0.40%"
"Jun 06, 2014","5,095.34","5,105.91","5,113.65","5,023.28","-","-0.13%"
"Jun 05, 2014","5,101.80","5,151.80","5,188.60","5,082.65","-","-0.94%"
"Jun 04, 2014","5,150.19","5,110.39","5,160.83","5,067.86","-","0.69%"
"Jun 03, 2014","5,114.87","5,087.14","5,114.87","5,025.77","-","0.40%"
"Jun 02, 2014","5,094.73","5,031.63","5,126.19","5,027.90","-","1.33%"
"May 30, 2014","5,027.89","4,981.62","5,036.65","4,943.43","-","0.93%"
"May 29, 2014","4,981.37","4,917.43","4,990.35","4,899.99","-","1.39%"
"May 28, 2014","4,913.07","4,858.32","4,917.27","4,813.58","-","1.13%"
"May 27, 2014","4,857.96","4,970.92","4,964.01","4,798.63","-","-2.27%"
"May 26, 2014","4,970.80","4,920.42","4,980.76","4,904.81","-","1.05%"
"May 23, 2014","4,918.93","4,834.75","4,926.41","4,808.65","-","1.72%"
"May 22, 2014","4,835.62","4,854.11","4,915.21","4,801.91","-","-0.27%"
"May 21, 2014","4,848.88","4,760.56","4,848.88","4,726.17","-","1.85%"
"May 20, 2014","4,760.86","4,708.03","4,760.86","4,659.10","-","1.23%"
"May 19, 2014","4,703.05","4,620.63","4,713.57","4,620.22","-","1.81%"
"May 16, 2014","4,619.39","4,578.61","4,635.90","4,537.95","-","0.72%"
"May 15, 2014","4,586.58","4,602.64","4,667.55","4,585.36","-","-0.40%"
"May 14, 2014","4,605.13","4,606.79","4,616.17","4,553.21","-","-0.01%"
"May 13, 2014","4,605.42","4,556.26","4,635.86","4,546.00","-","1.24%"
"May 12, 2014","4,549.16","4,499.88","4,549.16","4,459.45","-","1.10%"
"May 08, 2014","4,499.87","4,433.82","4,535.22","4,440.27","-","1.60%"
"May 07, 2014","4,429.08","4,249.30","4,500.68","4,237.50","-","3.97%"
"May 06, 2014","4,260.01","4,184.75","4,266.90","4,197.72","-","1.90%"
"May 05, 2014","4,180.51","4,195.65","4,244.31","4,150.86","-","-0.62%"
"May 02, 2014","4,206.48","4,189.74","4,212.75","4,155.16","-","0.25%"
"Apr 30, 2014","4,196.09","4,202.43","4,219.65","4,163.42","-","-0.23%"
"Apr 29, 2014","4,205.92","4,208.76","4,273.62","4,158.24","-","0.17%"
"Apr 28, 2014","4,198.80","4,129.68","4,209.36","4,006.99","-","1.39%"
"Apr 25, 2014","4,141.39","4,246.00","4,234.83","4,122.00","-","-2.51%"
"Apr 24, 2014","4,247.99","4,345.69","4,374.91","4,203.25","-","-2.16%"
"Apr 23, 2014","4,341.96","4,329.73","4,360.45","4,311.47","-","0.29%"
"Apr 22, 2014","4,329.55","4,363.23","4,366.82","4,295.63","-","-0.78%"
"Apr 21, 2014","4,363.47","4,433.67","4,431.18","4,351.31","-","-1.46%"
"Apr 18, 2014","4,428.28","4,339.59","4,488.95","4,373.53","-","2.08%"
"Apr 17, 2014","4,338.03","4,300.61","4,358.06","4,277.12","-","0.83%"
"Apr 16, 2014","4,302.35","4,273.31","4,333.21","4,223.36","-","0.90%"
"Apr 15, 2014","4,263.97","4,428.91","4,438.74","4,256.20","-","-3.74%"
"Apr 14, 2014","4,429.73","4,534.68","4,520.98","4,395.42","-","-2.49%"
"Apr 11, 2014","4,542.65","4,543.41","4,577.43","4,472.41","-","-0.34%"
"Apr 10, 2014","4,558.23","4,475.03","4,568.56","4,469.48","-","1.97%"
"Apr 09, 2014","4,470.30","4,435.34","4,488.32","4,396.59","-","0.90%"
"Apr 08, 2014","4,430.36","4,385.27","4,430.36","4,340.83","-","1.04%"
"Apr 07, 2014","4,384.91","4,497.79","4,477.40","4,306.77","-","-2.81%"
"Apr 04, 2014","4,511.61","4,492.38","4,524.13","4,442.97","-","1.26%"
"Apr 03, 2014","4,455.39","4,467.07","4,530.40","4,431.12","-","-0.21%"
"Apr 02, 2014","4,464.57","4,468.65","4,472.27","4,387.97","-","-0.06%"
"Apr 01, 2014","4,467.28","4,431.73","4,474.05","4,391.10","-","0.86%"
"Mar 31, 2014","4,428.99","4,352.76","4,428.99","4,348.59","-","1.76%"
"Mar 28, 2014","4,352.52","4,284.00","4,371.88","4,238.35","-","1.75%"
"Mar 27, 2014","4,277.64","4,358.18","4,363.29","4,232.63","-","-1.94%"
"Mar 26, 2014","4,362.29","4,281.38","4,381.36","4,286.01","-","2.01%"
"Mar 25, 2014","4,276.52","4,152.65","4,295.88","4,122.80","-","3.10%"
"Mar 24, 2014","4,147.80","4,113.17","4,201.03","4,114.75","-","0.84%"
"Mar 21, 2014","4,113.17","4,199.41","4,140.60","4,033.95","-","-2.10%"
"Mar 20, 2014","4,201.60","4,155.21","4,201.60","4,078.93","-","0.78%"
"Mar 19, 2014","4,169.03","4,218.57","4,314.92","4,137.75","-","-1.30%"
"Mar 18, 2014","4,223.80","3,944.30","4,246.59","3,947.53","-","7.38%"
"Mar 17, 2014","3,933.34","3,760.19","3,975.79","3,760.17","-","5.03%"
"Mar 14, 2014","3,744.91","3,741.81","3,744.91","3,491.13","-","-0.47%"
"Mar 13, 2014","3,762.66","3,922.76","3,975.06","3,759.71","-","-4.07%"
"Mar 12, 2014","3,922.18","4,086.67","4,074.72","3,922.18","-","-4.30%"
"Mar 11, 2014","4,098.58","4,210.06","4,202.77","4,051.76","-","-3.14%"
"Mar 07, 2014","4,231.40","4,299.30","4,327.16","4,215.95","-","-1.64%"
"Mar 06, 2014","4,302.08","4,382.97","4,408.49","4,205.76","-","-1.79%"
"Mar 05, 2014","4,380.54","4,360.11","4,380.54","4,280.52","-","0.32%"
"Mar 04, 2014","4,366.76","4,205.49","4,421.03","4,212.05","-","4.10%"
"Mar 03, 2014","4,194.72","4,808.67","4,699.05","4,048.62","-","-13.95%"
"Feb 28, 2014","4,875.03","4,873.53","4,896.54","4,801.46","-","0.04%"
"Feb 27, 2014","4,873.07","4,952.82","4,973.88","4,792.50","-","-1.56%"
"Feb 26, 2014","4,950.39","4,985.00","5,006.42","4,937.06","-","-0.66%"
"Feb 25, 2014","4,983.49","5,040.96","5,060.05","4,956.02","-","-1.01%"
"Feb 24, 2014","5,034.59","5,023.44","5,048.06","4,995.19","-","0.22%"
"Feb 21, 2014","5,023.44","4,948.19","5,027.02","4,956.16","-","1.62%"
"Feb 20, 2014","4,943.56","5,018.51","5,008.65","4,912.60","-","-1.51%"
"Feb 19, 2014","5,019.20","5,115.53","5,133.53","5,012.08","-","-1.91%"
"Feb 18, 2014","5,116.81","5,156.97","5,176.96","5,115.78","-","-0.78%"
"Feb 17, 2014","5,156.85","5,145.23","5,190.86","5,138.60","-","0.33%"
"Feb 14, 2014","5,139.90","5,086.14","5,146.65","5,091.26","-","1.13%"
"Feb 13, 2014","5,082.55","5,141.05","5,149.27","5,051.20","-","-1.25%"
"Feb 12, 2014","5,146.73","5,121.03","5,155.41","5,128.79","-","0.67%"
"Feb 11, 2014","5,112.23","5,100.39","5,133.99","5,078.62","-","0.34%"
"Feb 10, 2014","5,095.06","5,140.44","5,154.99","5,090.87","-","-0.79%"
"Feb 07, 2014","5,135.80","5,128.44","5,146.99","5,087.41","-","0.23%"
"Feb 06, 2014","5,124.04","5,071.99","5,131.94","5,057.99","-","1.10%"
"Feb 05, 2014","5,068.06","4,988.30","5,081.46","4,972.90","-","1.66%"
"Feb 04, 2014","4,985.52","5,007.85","4,989.83","4,925.55","-","-0.46%"
"Feb 03, 2014","5,008.68","4,996.12","5,067.77","5,000.35","-","0.31%"
"Jan 31, 2014","4,993.34","4,997.51","5,004.77","4,938.93","-","-0.08%"
"Jan 30, 2014","4,997.39","5,022.30","5,061.05","4,925.79","-","-0.45%"
"Jan 29, 2014","5,020.10","5,031.15","5,099.17","5,005.77","-","-0.09%"
"Jan 28, 2014","5,024.78","5,021.27","5,058.64","4,973.72","-","0.17%"
"Jan 27, 2014","5,016.29","5,352.89","5,340.17","4,995.55","-","-6.50%"
"Jan 24, 2014","5,365.28","5,190.04","5,365.28","5,096.30","-","3.21%"
"Jan 23, 2014","5,198.38","5,262.76","5,289.25","5,198.38","-","-1.23%"
"Jan 22, 2014","5,263.12","5,329.73","5,331.66","5,190.76","-","-1.19%"
"Jan 21, 2014","5,326.44","5,322.32","5,368.66","5,319.35","-","0.09%"
"Jan 20, 2014","5,321.87","5,340.67","5,357.79","5,316.90","-","-0.39%"
"Jan 17, 2014","5,342.87","5,316.72","5,364.07","5,288.44","-","0.43%"
"Jan 16, 2014","5,320.08","5,318.43","5,352.41","5,315.18","-","0.06%"
"Jan 15, 2014","5,316.92","5,316.16","5,356.02","5,315.27","-","0.14%"
"Jan 14, 2014","5,309.68","5,346.66","5,333.54","5,251.77","-","-0.93%"
"Jan 13, 2014","5,359.40","5,336.28","5,376.23","5,328.28","-","0.46%"
"Jan 10, 2014","5,335.12","5,305.43","5,370.62","5,259.31","-","0.55%"
"Jan 09, 2014","5,305.70","5,273.70","5,306.76","5,246.13","-","0.62%"
"Jan 08, 2014","5,273.12","5,236.52","5,288.05","5,212.49","-","0.74%"
"Jan 06, 2014","5,234.32","5,351.14","5,433.83","5,226.06","-","-2.39%"
"Dec 30, 2013","5,362.37","5,333.85","5,406.14","5,325.40","-","0.41%"
"Dec 27, 2013","5,340.22","5,336.73","5,458.12","5,331.55","-","0.07%"
"Dec 26, 2013","5,336.46","5,347.42","5,361.68","5,326.01","-","-0.21%"
"Dec 25, 2013","5,347.54","5,379.44","5,409.08","5,340.55","-","-0.54%"
"Dec 24, 2013","5,376.66","5,378.22","5,389.46","5,360.10","-","-0.17%"
"Dec 23, 2013","5,385.56","5,291.23","5,395.22","5,296.21","-","1.84%"
"Dec 20, 2013","5,288.34","5,263.26","5,322.40","5,228.61","-","0.48%"
"Dec 19, 2013","5,263.24","5,258.47","5,309.24","5,255.00","-","0.27%"
"Dec 18, 2013","5,249.05","5,206.05","5,284.26","5,190.64","-","0.83%"
"Dec 17, 2013","5,206.05","5,157.54","12,089.07","5,144.40","-","1.02%"
"Dec 16, 2013","5,153.72","5,079.33","5,153.72","5,072.70","-","1.33%"
"Dec 13, 2013","5,085.88","5,107.67","5,155.27","5,082.90","-","-0.43%"
"Dec 12, 2013","5,107.78","5,104.50","5,162.94","5,055.28","-","-0.20%"
"Dec 11, 2013","5,118.19","5,066.00","5,127.83","5,040.30","-","0.96%"
"Dec 10, 2013","5,069.74","5,061.80","5,098.52","5,043.75","-","0.14%"
"Dec 09, 2013","5,062.62","5,041.59","5,072.27","5,010.41","-","0.51%"
"Dec 06, 2013","5,037.02","4,990.21","5,043.23","4,969.88","-","0.94%"
"Dec 05, 2013","4,990.21","5,039.55","5,052.36","4,958.51","-","-0.91%"
"Dec 04, 2013","5,036.04","5,030.76","5,089.05","5,027.45","-","0.11%"
"Dec 03, 2013","5,030.67","5,119.61","5,119.22","4,999.89","-","-1.78%"
"Dec 02, 2013","5,121.60","5,137.93","5,164.63","5,105.51","-","-0.34%"
"Nov 29, 2013","5,139.18","5,142.35","5,140.14","5,094.65","-","-0.06%"
"Nov 28, 2013","5,142.35","5,167.35","5,198.59","5,110.56","-","-0.36%"
"Nov 27, 2013","5,161.15","5,197.32","5,199.60","5,151.39","-","-0.58%"
"Nov 26, 2013","5,191.47","5,194.34","5,202.82","5,133.08","-","-0.05%"
"Nov 25, 2013","5,193.99","5,180.57","5,221.03","5,176.50","-","0.35%"
"Nov 22, 2013","5,175.77","5,131.03","5,180.71","5,127.18","-","0.98%"
"Nov 21, 2013","5,125.76","5,153.66","5,154.09","5,104.88","-","-0.70%"
"Nov 20, 2013","5,161.85","5,141.07","5,161.85","5,104.26","-","0.36%"
"Nov 19, 2013","5,143.57","5,117.36","5,151.98","5,109.12","-","0.49%"
